New_Customer_ID,Email,Cluster_S1,Cluster_S2
15008,Beth78@gmail.com,Cluster 3,Cluster 1
21760,Connor82@gmail.com,Cluster 3,Cluster 1
35765,Joel11@gmail.com,Cluster 4,Cluster 1
31519,Ian15@gmail.com,Cluster 3,Cluster 1
38898,Kayla55@gmail.com,Cluster 4,Cluster 1
24563,Dennis81@gmail.com,Cluster 4,Cluster 1
28264,Felicia70@gmail.com,Cluster 3,Cluster 1
44241,Margaret26@gmail.com,Cluster 4,Cluster 1
15513,Blake66@gmail.com,Cluster 4,Cluster 1
13731,April14@gmail.com,Cluster 4,Cluster 1
53587,Samantha64@gmail.com,Cluster 3,Cluster 1
51417,Reginald21@gmail.com,Cluster 4,Cluster 1
41225,Lance6@gmail.com,Cluster 3,Cluster 1
16440,Brendan2@gmail.com,Cluster 3,Cluster 1
21163,Clinton69@gmail.com,Cluster 4,Cluster 1
15785,Brad44@gmail.com,Cluster 3,Cluster 1
49429,Patricia16@gmail.com,Cluster 3,Cluster 1
32966,Jared49@gmail.com,Cluster 3,Cluster 1
51927,Rickey38@gmail.com,Cluster 4,Cluster 1
33378,Jay74@gmail.com,Cluster 3,Cluster 1
21024,Clayton40@gmail.com,Cluster 3,Cluster 1
16931,Brianna83@gmail.com,Cluster 3,Cluster 1
43340,Luke91@gmail.com,Cluster 4,Cluster 1
43194,Luis34@gmail.com,Cluster 4,Cluster 1
23629,Darryl77@gmail.com,Cluster 3,Cluster 1
53660,Samuel3@gmail.com,Cluster 4,Cluster 1
41435,Latoya70@gmail.com,Cluster 4,Cluster 1
49067,Omar82@gmail.com,Cluster 3,Cluster 1
11985,Alyssa17@gmail.com,Cluster 3,Cluster 1
43693,Madison93@gmail.com,Cluster 3,Cluster 1
10485,Adrienne91@gmail.com,Cluster 4,Cluster 1
23305,Darius38@gmail.com,Cluster 3,Cluster 1
61593,Wendy21@gmail.com,Cluster 4,Cluster 1
19269,Cathy37@gmail.com,Cluster 4,Cluster 1
49048,Omar55@gmail.com,Cluster 3,Cluster 1
13183,Ann43@gmail.com,Cluster 3,Cluster 1
37866,Kara94@gmail.com,Cluster 4,Cluster 1
51063,Raymond32@gmail.com,Cluster 3,Cluster 1
39627,Kerri22@gmail.com,Cluster 3,Cluster 1
23950,Dean54@gmail.com,Cluster 3,Cluster 1
18405,Carmen14@gmail.com,Cluster 3,Cluster 1
55657,Sherri93@gmail.com,Cluster 3,Cluster 1
30760,Hayden45@gmail.com,Cluster 3,Cluster 1
56561,Stefanie6@gmail.com,Cluster 3,Cluster 1
35286,Joann41@gmail.com,Cluster 3,Cluster 1
61990,Willie34@gmail.com,Cluster 3,Cluster 1
32602,Jamie41@gmail.com,Cluster 4,Cluster 1
45583,Maureen93@gmail.com,Cluster 4,Cluster 1
62234,Yolanda70@gmail.com,Cluster 4,Cluster 1
46412,Melvin80@gmail.com,Cluster 3,Cluster 1
17911,Cameron48@gmail.com,Cluster 4,Cluster 1
45027,Martha79@gmail.com,Cluster 3,Cluster 1
59396,Tony30@gmail.com,Cluster 3,Cluster 1
28496,Francisco59@gmail.com,Cluster 3,Cluster 1
43592,Madeline82@gmail.com,Cluster 3,Cluster 1
52443,Robin76@gmail.com,Cluster 4,Cluster 1
14374,Autumn12@gmail.com,Cluster 4,Cluster 1
24090,Debbie12@gmail.com,Cluster 3,Cluster 1
48280,Nathan7@gmail.com,Cluster 3,Cluster 1
13726,April100@gmail.com,Cluster 4,Cluster 1
60990,Victor97@gmail.com,Cluster 3,Cluster 1
31854,Ivan58@gmail.com,Cluster 3,Cluster 1
16253,Brandy99@gmail.com,Cluster 3,Cluster 1
34806,Jesus74@gmail.com,Cluster 4,Cluster 1
17862,Calvin87@gmail.com,Cluster 4,Cluster 1
46373,Melvin26@gmail.com,Cluster 4,Cluster 1
29305,Gene73@gmail.com,Cluster 4,Cluster 1
16993,Bridget60@gmail.com,Cluster 3,Cluster 1
60191,Troy42@gmail.com,Cluster 3,Cluster 1
17954,Cameron94@gmail.com,Cluster 3,Cluster 1
33627,Jeff54@gmail.com,Cluster 3,Cluster 1
21052,Clayton82@gmail.com,Cluster 3,Cluster 1
16517,Brent3@gmail.com,Cluster 3,Cluster 1
53867,Sandy8@gmail.com,Cluster 4,Cluster 1
61112,Vincent29@gmail.com,Cluster 3,Cluster 1
45687,Max84@gmail.com,Cluster 3,Cluster 1
59544,Tonya76@gmail.com,Cluster 4,Cluster 1
36033,Johnathan96@gmail.com,Cluster 3,Cluster 1
55487,Shelly79@gmail.com,Cluster 4,Cluster 1
50009,Penny69@gmail.com,Cluster 3,Cluster 1
41745,Laurie8@gmail.com,Cluster 3,Cluster 1
56452,Stacy93@gmail.com,Cluster 4,Cluster 1
23560,Darren75@gmail.com,Cluster 3,Cluster 1
35432,Joanne40@gmail.com,Cluster 3,Cluster 1
58745,Tiffany37@gmail.com,Cluster 3,Cluster 1
27957,Eugene38@gmail.com,Cluster 4,Cluster 1
36359,Jonathon79@gmail.com,Cluster 4,Cluster 1
50184,Philip25@gmail.com,Cluster 3,Cluster 1
43481,Mackenzie14@gmail.com,Cluster 3,Cluster 1
55364,Shelley39@gmail.com,Cluster 3,Cluster 1
40869,Krystal51@gmail.com,Cluster 3,Cluster 1
53128,Russell25@gmail.com,Cluster 4,Cluster 1
16992,Bridget5@gmail.com,Cluster 3,Cluster 1
59286,Tommy89@gmail.com,Cluster 3,Cluster 1
38803,Katrina54@gmail.com,Cluster 3,Cluster 1
16171,Brandy18@gmail.com,Cluster 3,Cluster 1
29752,Glenda81@gmail.com,Cluster 1,Cluster 2
46375,Melvin28@gmail.com,Cluster 3,Cluster 2
46347,Melody62@gmail.com,Cluster 3,Cluster 1
57350,Sydney81@gmail.com,Cluster 3,Cluster 1
41224,Lance69@gmail.com,Cluster 3,Cluster 1
15937,Brady19@gmail.com,Cluster 3,Cluster 1
60214,Troy64@gmail.com,Cluster 3,Cluster 1
19277,Cathy46@gmail.com,Cluster 3,Cluster 1
60670,Veronica30@gmail.com,Cluster 4,Cluster 1
15237,Beverly76@gmail.com,Cluster 3,Cluster 1
18603,Caroline37@gmail.com,Cluster 3,Cluster 1
19709,Chase70@gmail.com,Cluster 3,Cluster 1
30818,Hayley88@gmail.com,Cluster 3,Cluster 1
45563,Maureen67@gmail.com,Cluster 3,Cluster 1
58424,Terry47@gmail.com,Cluster 3,Cluster 1
29587,Gina13@gmail.com,Cluster 3,Cluster 1
29683,Glen11@gmail.com,Cluster 3,Cluster 2
61767,Wesley95@gmail.com,Cluster 3,Cluster 1
56449,Stacy90@gmail.com,Cluster 3,Cluster 1
14913,Bernard48@gmail.com,Cluster 3,Cluster 1
14527,Barbara35@gmail.com,Cluster 3,Cluster 1
61631,Wendy56@gmail.com,Cluster 4,Cluster 1
55565,Sheri83@gmail.com,Cluster 4,Cluster 1
18257,Carla99@gmail.com,Cluster 3,Cluster 1
43570,Madeline51@gmail.com,Cluster 3,Cluster 1
29379,George25@gmail.com,Cluster 3,Cluster 1
10897,Alex1@gmail.com,Cluster 3,Cluster 2
46362,Melody96@gmail.com,Cluster 1,Cluster 2
16452,Brendan44@gmail.com,Cluster 4,Cluster 1
31455,Hunter28@gmail.com,Cluster 3,Cluster 1
29689,Glen2@gmail.com,Cluster 3,Cluster 1
59250,Tommy3@gmail.com,Cluster 3,Cluster 1
48376,Nathaniel81@gmail.com,Cluster 3,Cluster 1
26024,Duane1@gmail.com,Cluster 3,Cluster 1
23505,Darren18@gmail.com,Cluster 3,Cluster 1
50421,Preston25@gmail.com,Cluster 3,Cluster 1
24918,Destiny81@gmail.com,Cluster 3,Cluster 1
42724,Logan45@gmail.com,Cluster 3,Cluster 1
61227,Virginia50@gmail.com,Cluster 4,Cluster 1
33509,Jeanette6@gmail.com,Cluster 3,Cluster 1
36175,Jon58@gmail.com,Cluster 4,Cluster 1
39191,Kellie65@gmail.com,Cluster 3,Cluster 1
10868,Alejandro78@gmail.com,Cluster 3,Cluster 1
33450,Jean85@gmail.com,Cluster 3,Cluster 1
55500,Shelly91@gmail.com,Cluster 3,Cluster 1
13272,Anna33@gmail.com,Cluster 3,Cluster 2
25360,Dillon55@gmail.com,Cluster 3,Cluster 2
43402,Lynn26@gmail.com,Cluster 3,Cluster 1
31064,Heidi72@gmail.com,Cluster 3,Cluster 1
50981,Raven89@gmail.com,Cluster 1,Cluster 2
53420,Sabrina41@gmail.com,Cluster 3,Cluster 1
43478,Mackenzie11@gmail.com,Cluster 3,Cluster 1
13713,Antonio89@gmail.com,Cluster 3,Cluster 1
38613,Kathy5@gmail.com,Cluster 3,Cluster 1
26080,Dustin11@gmail.com,Cluster 3,Cluster 1
52513,Rodney16@gmail.com,Cluster 4,Cluster 1
25042,Devon47@gmail.com,Cluster 3,Cluster 1
45123,Martin7@gmail.com,Cluster 3,Cluster 1
10713,Albert93@gmail.com,Cluster 3,Cluster 1
26237,Dwayne89@gmail.com,Cluster 4,Cluster 1
31048,Heidi58@gmail.com,Cluster 3,Cluster 1
49781,Paula28@gmail.com,Cluster 3,Cluster 1
57247,Suzanne66@gmail.com,Cluster 3,Cluster 1
42083,Leonard49@gmail.com,Cluster 4,Cluster 1
28506,Francisco69@gmail.com,Cluster 1,Cluster 2
61213,Virginia36@gmail.com,Cluster 1,Cluster 2
18461,Carmen82@gmail.com,Cluster 1,Cluster 2
58438,Terry68@gmail.com,Cluster 3,Cluster 1
43049,Louis63@gmail.com,Cluster 3,Cluster 1
17255,Brooke43@gmail.com,Cluster 3,Cluster 1
16580,Brent9@gmail.com,Cluster 3,Cluster 1
36322,Jonathon19@gmail.com,Cluster 3,Cluster 1
18103,Carl39@gmail.com,Cluster 3,Cluster 1
11771,Allen38@gmail.com,Cluster 3,Cluster 1
43042,Louis57@gmail.com,Cluster 3,Cluster 1
11016,Alexa69@gmail.com,Cluster 4,Cluster 1
22919,Dana5@gmail.com,Cluster 3,Cluster 1
22334,Curtis15@gmail.com,Cluster 3,Cluster 1
10116,Abigail24@gmail.com,Cluster 3,Cluster 1
18393,Carly78@gmail.com,Cluster 3,Cluster 1
10041,Aaron47@gmail.com,Cluster 3,Cluster 1
15231,Beverly69@gmail.com,Cluster 3,Cluster 1
18550,Carol77@gmail.com,Cluster 1,Cluster 3
37828,Kara58@gmail.com,Cluster 1,Cluster 3
29770,Glenn20@gmail.com,Cluster 1,Cluster 2
38647,Kathy91@gmail.com,Cluster 1,Cluster 2
55902,Sierra14@gmail.com,Cluster 1,Cluster 2
50116,Peter54@gmail.com,Cluster 1,Cluster 2
44559,Marie71@gmail.com,Cluster 1,Cluster 2
10302,Adrian15@gmail.com,Cluster 1,Cluster 2
26166,Dustin8@gmail.com,Cluster 2,Cluster 3
55186,Sheila79@gmail.com,Cluster 1,Cluster 2
47043,Miguel38@gmail.com,Cluster 1,Cluster 2
32701,Jane47@gmail.com,Cluster 1,Cluster 2
12525,Andre95@gmail.com,Cluster 1,Cluster 2
41265,Larry21@gmail.com,Cluster 1,Cluster 3
55533,Sheri45@gmail.com,Cluster 1,Cluster 2
16661,Brett86@gmail.com,Cluster 1,Cluster 2
21877,Cory15@gmail.com,Cluster 1,Cluster 2
17246,Brooke34@gmail.com,Cluster 1,Cluster 2
59459,Tony89@gmail.com,Cluster 1,Cluster 2
12426,Ana81@gmail.com,Cluster 1,Cluster 2
23361,Darlene43@gmail.com,Cluster 4,Cluster 2
59021,Tina51@gmail.com,Cluster 1,Cluster 2
27521,Erik35@gmail.com,Cluster 1,Cluster 2
49079,Omar9@gmail.com,Cluster 1,Cluster 2
31879,Jack17@gmail.com,Cluster 2,Cluster 3
28221,Felicia26@gmail.com,Cluster 1,Cluster 2
32911,Janice89@gmail.com,Cluster 1,Cluster 2
29128,Garrett58@gmail.com,Cluster 1,Cluster 2
60099,Tricia8@gmail.com,Cluster 1,Cluster 2
58839,Tim4@gmail.com,Cluster 1,Cluster 2
31916,Jack55@gmail.com,Cluster 1,Cluster 2
35272,Joann13@gmail.com,Cluster 1,Cluster 2
58288,Terrence44@gmail.com,Cluster 4,Cluster 2
11716,Alison75@gmail.com,Cluster 1,Cluster 2
16600,Brett28@gmail.com,Cluster 2,Cluster 3
10594,Alan61@gmail.com,Cluster 1,Cluster 2
51954,Ricky20@gmail.com,Cluster 1,Cluster 2
31327,Holly57@gmail.com,Cluster 2,Cluster 3
22943,Dana82@gmail.com,Cluster 1,Cluster 2
31187,Henry43@gmail.com,Cluster 1,Cluster 2
14544,Barbara50@gmail.com,Cluster 1,Cluster 2
27261,Emma64@gmail.com,Cluster 1,Cluster 2
43440,Lynn63@gmail.com,Cluster 2,Cluster 3
18903,Casey59@gmail.com,Cluster 1,Cluster 2
21849,Corey80@gmail.com,Cluster 1,Cluster 2
21971,Courtney17@gmail.com,Cluster 1,Cluster 2
33416,Jean31@gmail.com,Cluster 1,Cluster 2
30463,Haley4@gmail.com,Cluster 1,Cluster 2
25778,Doris67@gmail.com,Cluster 1,Cluster 2
25460,Dominique46@gmail.com,Cluster 1,Cluster 3
21251,Cody72@gmail.com,Cluster 1,Cluster 2
24528,Dennis4@gmail.com,Cluster 1,Cluster 2
20047,Chloe26@gmail.com,Cluster 1,Cluster 2
16172,Brandy19@gmail.com,Cluster 1,Cluster 2
39419,Kendra36@gmail.com,Cluster 1,Cluster 2
59616,Tracey60@gmail.com,Cluster 1,Cluster 2
10906,Alex2@gmail.com,Cluster 1,Cluster 2
32404,Jaime82@gmail.com,Cluster 1,Cluster 2
38876,Kayla35@gmail.com,Cluster 1,Cluster 3
56500,Stanley69@gmail.com,Cluster 1,Cluster 2
33506,Jeanette62@gmail.com,Cluster 1,Cluster 2
18445,Carmen65@gmail.com,Cluster 1,Cluster 2
55980,Sonia25@gmail.com,Cluster 1,Cluster 2
22134,Craig74@gmail.com,Cluster 1,Cluster 2
10924,Alex46@gmail.com,Cluster 2,Cluster 3
57769,Tanner21@gmail.com,Cluster 1,Cluster 2
35122,Jimmy73@gmail.com,Cluster 1,Cluster 2
40370,Kristi73@gmail.com,Cluster 1,Cluster 2
39398,Kendra12@gmail.com,Cluster 1,Cluster 2
24134,Debbie53@gmail.com,Cluster 1,Cluster 3
45584,Maureen94@gmail.com,Cluster 1,Cluster 2
57972,Tara63@gmail.com,Cluster 1,Cluster 2
20974,Claudia67@gmail.com,Cluster 1,Cluster 2
24585,Derek11@gmail.com,Cluster 2,Cluster 3
37415,Julian85@gmail.com,Cluster 1,Cluster 3
14391,Autumn38@gmail.com,Cluster 1,Cluster 2
25230,Diane12@gmail.com,Cluster 1,Cluster 2
57231,Suzanne50@gmail.com,Cluster 1,Cluster 2
14215,Audrey45@gmail.com,Cluster 1,Cluster 2
19608,Charlotte22@gmail.com,Cluster 1,Cluster 2
12407,Ana54@gmail.com,Cluster 1,Cluster 2
22684,Dale77@gmail.com,Cluster 1,Cluster 2
43283,Luke31@gmail.com,Cluster 1,Cluster 3
55812,Sheryl91@gmail.com,Cluster 1,Cluster 2
42510,Lindsey27@gmail.com,Cluster 1,Cluster 2
32416,Jaime97@gmail.com,Cluster 1,Cluster 2
26056,Duane67@gmail.com,Cluster 1,Cluster 2
55109,Sheena94@gmail.com,Cluster 1,Cluster 2
52692,Roger96@gmail.com,Cluster 1,Cluster 2
33095,Jasmine42@gmail.com,Cluster 1,Cluster 2
50046,Perry39@gmail.com,Cluster 1,Cluster 2
11176,Alexandra47@gmail.com,Cluster 1,Cluster 2
34858,Jill32@gmail.com,Cluster 1,Cluster 2
59620,Tracey64@gmail.com,Cluster 2,Cluster 3
15389,Billy2@gmail.com,Cluster 1,Cluster 2
15353,Bill67@gmail.com,Cluster 1,Cluster 2
21101,Clifford69@gmail.com,Cluster 1,Cluster 2
10969,Alex89@gmail.com,Cluster 1,Cluster 2
45837,Megan14@gmail.com,Cluster 2,Cluster 3
37299,Julia46@gmail.com,Cluster 1,Cluster 2
25492,Dominique81@gmail.com,Cluster 3,Cluster 1
52459,Robin90@gmail.com,Cluster 3,Cluster 1
38101,Karl22@gmail.com,Cluster 4,Cluster 1
25891,Douglas34@gmail.com,Cluster 4,Cluster 1
15239,Beverly78@gmail.com,Cluster 4,Cluster 1
25066,Devon79@gmail.com,Cluster 3,Cluster 1
33049,Jasmin72@gmail.com,Cluster 3,Cluster 1
18068,Candice93@gmail.com,Cluster 3,Cluster 1
10366,Adrian81@gmail.com,Cluster 3,Cluster 1
49896,Peggy22@gmail.com,Cluster 3,Cluster 1
60586,Vanessa76@gmail.com,Cluster 3,Cluster 1
62359,Yvonne7@gmail.com,Cluster 3,Cluster 1
41443,Latoya82@gmail.com,Cluster 3,Cluster 1
18751,Carolyn92@gmail.com,Cluster 3,Cluster 1
15871,Bradley43@gmail.com,Cluster 3,Cluster 1
16268,Breanna25@gmail.com,Cluster 3,Cluster 1
52865,Ronnie90@gmail.com,Cluster 3,Cluster 1
53799,Sandra75@gmail.com,Cluster 3,Cluster 1
39560,Kenneth81@gmail.com,Cluster 4,Cluster 1
52408,Robin44@gmail.com,Cluster 3,Cluster 1
16457,Brendan53@gmail.com,Cluster 4,Cluster 1
19997,Cheyenne4@gmail.com,Cluster 3,Cluster 1
17044,Brittany26@gmail.com,Cluster 3,Cluster 1
16518,Brent40@gmail.com,Cluster 3,Cluster 1
61985,Willie2@gmail.com,Cluster 3,Cluster 1
15349,Bill61@gmail.com,Cluster 3,Cluster 1
28381,Frances63@gmail.com,Cluster 4,Cluster 1
54440,Seth13@gmail.com,Cluster 3,Cluster 1
19263,Cathy2@gmail.com,Cluster 4,Cluster 1
62106,Xavier54@gmail.com,Cluster 3,Cluster 1
12514,Andre81@gmail.com,Cluster 4,Cluster 1
38064,Karina49@gmail.com,Cluster 3,Cluster 1
10731,Alec33@gmail.com,Cluster 3,Cluster 1
28555,Frank33@gmail.com,Cluster 3,Cluster 1
19967,Cheyenne13@gmail.com,Cluster 3,Cluster 1
51608,Rhonda30@gmail.com,Cluster 3,Cluster 1
27816,Ernest49@gmail.com,Cluster 3,Cluster 1
48921,Norman91@gmail.com,Cluster 4,Cluster 1
60081,Tricia63@gmail.com,Cluster 3,Cluster 1
17551,Bryce81@gmail.com,Cluster 3,Cluster 1
22073,Craig19@gmail.com,Cluster 3,Cluster 1
28472,Francisco35@gmail.com,Cluster 3,Cluster 1
45743,Mckenzie38@gmail.com,Cluster 4,Cluster 1
32936,Jared21@gmail.com,Cluster 3,Cluster 1
25496,Dominique85@gmail.com,Cluster 4,Cluster 1
54910,Shaun58@gmail.com,Cluster 3,Cluster 1
33023,Jasmin12@gmail.com,Cluster 3,Cluster 1
35019,Jim2@gmail.com,Cluster 3,Cluster 1
56390,Stacy37@gmail.com,Cluster 3,Cluster 1
26152,Dustin77@gmail.com,Cluster 3,Cluster 1
11058,Alexander30@gmail.com,Cluster 3,Cluster 1
26079,Dustin10@gmail.com,Cluster 4,Cluster 1
18115,Carl4@gmail.com,Cluster 4,Cluster 1
24291,Debra15@gmail.com,Cluster 3,Cluster 1
37980,Kari16@gmail.com,Cluster 3,Cluster 1
13504,Annette79@gmail.com,Cluster 3,Cluster 1
28124,Evelyn51@gmail.com,Cluster 4,Cluster 1
45165,Marvin35@gmail.com,Cluster 3,Cluster 1
40906,Krystal93@gmail.com,Cluster 3,Cluster 1
14084,Ashlee9@gmail.com,Cluster 3,Cluster 1
18451,Carmen72@gmail.com,Cluster 4,Cluster 1
34397,Jerome40@gmail.com,Cluster 4,Cluster 1
26823,Eileen78@gmail.com,Cluster 4,Cluster 1
25097,Diamond38@gmail.com,Cluster 3,Cluster 1
44118,Marco80@gmail.com,Cluster 4,Cluster 1
17520,Bryce27@gmail.com,Cluster 4,Cluster 1
28126,Evelyn53@gmail.com,Cluster 3,Cluster 1
26437,Eddie3@gmail.com,Cluster 3,Cluster 1
24251,Deborah6@gmail.com,Cluster 3,Cluster 1
59890,Travis32@gmail.com,Cluster 3,Cluster 1
47484,Mitchell45@gmail.com,Cluster 3,Cluster 1
60152,Tristan90@gmail.com,Cluster 4,Cluster 1
14216,Audrey46@gmail.com,Cluster 3,Cluster 1
15305,Bianca78@gmail.com,Cluster 4,Cluster 1
36525,Jorge72@gmail.com,Cluster 4,Cluster 1
55180,Sheila73@gmail.com,Cluster 3,Cluster 1
14601,Barry11@gmail.com,Cluster 3,Cluster 1
38992,Kaylee80@gmail.com,Cluster 3,Cluster 1
38544,Kathryn87@gmail.com,Cluster 3,Cluster 1
40626,Kristina9@gmail.com,Cluster 3,Cluster 1
44716,Mario80@gmail.com,Cluster 4,Cluster 1
19832,Chelsey33@gmail.com,Cluster 3,Cluster 1
11070,Alexander41@gmail.com,Cluster 3,Cluster 1
58106,Taylor5@gmail.com,Cluster 3,Cluster 1
28587,Frank62@gmail.com,Cluster 4,Cluster 1
40827,Kristy88@gmail.com,Cluster 3,Cluster 1
48103,Natalie91@gmail.com,Cluster 3,Cluster 1
55042,Shawna15@gmail.com,Cluster 3,Cluster 1
32709,Jane58@gmail.com,Cluster 3,Cluster 1
13349,Anne13@gmail.com,Cluster 3,Cluster 1
38089,Karina88@gmail.com,Cluster 4,Cluster 1
51963,Ricky29@gmail.com,Cluster 3,Cluster 1
14410,Autumn65@gmail.com,Cluster 3,Cluster 1
25293,Diane6@gmail.com,Cluster 3,Cluster 1
29092,Garrett13@gmail.com,Cluster 3,Cluster 1
33696,Jeffery31@gmail.com,Cluster 4,Cluster 1
42870,Lori27@gmail.com,Cluster 4,Cluster 1
23540,Darren56@gmail.com,Cluster 3,Cluster 1
41743,Laurie88@gmail.com,Cluster 3,Cluster 1
12964,Angelica16@gmail.com,Cluster 4,Cluster 1
46450,Mercedes76@gmail.com,Cluster 4,Cluster 1
28371,Frances4@gmail.com,Cluster 4,Cluster 1
41669,Laurie1@gmail.com,Cluster 3,Cluster 1
31601,Ian94@gmail.com,Cluster 3,Cluster 1
24985,Devin64@gmail.com,Cluster 4,Cluster 1
55051,Shawna28@gmail.com,Cluster 3,Cluster 1
51674,Rhonda91@gmail.com,Cluster 3,Cluster 1
28886,Gabriela50@gmail.com,Cluster 4,Cluster 1
52963,Roy10@gmail.com,Cluster 4,Cluster 1
49061,Omar71@gmail.com,Cluster 3,Cluster 1
49976,Penny2@gmail.com,Cluster 3,Cluster 1
22485,Cynthia65@gmail.com,Cluster 3,Cluster 1
61804,Whitney42@gmail.com,Cluster 3,Cluster 1
61317,Walter4@gmail.com,Cluster 3,Cluster 1
41952,Lee21@gmail.com,Cluster 4,Cluster 1
15348,Bill5@gmail.com,Cluster 4,Cluster 1
51458,Reginald70@gmail.com,Cluster 3,Cluster 1
55683,Sherry28@gmail.com,Cluster 3,Cluster 1
51917,Rick99@gmail.com,Cluster 3,Cluster 1
50663,Rachel85@gmail.com,Cluster 3,Cluster 1
41283,Larry38@gmail.com,Cluster 4,Cluster 1
38651,Kathy95@gmail.com,Cluster 3,Cluster 1
62475,Zachary98@gmail.com,Cluster 4,Cluster 1
38903,Kayla5@gmail.com,Cluster 3,Cluster 1
35265,Joan92@gmail.com,Cluster 4,Cluster 1
43316,Luke66@gmail.com,Cluster 4,Cluster 1
35442,Joanne56@gmail.com,Cluster 3,Cluster 1
18350,Carlos93@gmail.com,Cluster 4,Cluster 1
42271,Levi50@gmail.com,Cluster 3,Cluster 1
32213,Jacqueline13@gmail.com,Cluster 4,Cluster 1
28059,Evan71@gmail.com,Cluster 3,Cluster 1
35203,Jo9@gmail.com,Cluster 3,Cluster 1
44379,Maria60@gmail.com,Cluster 3,Cluster 1
32898,Janice76@gmail.com,Cluster 3,Cluster 1
14082,Ashlee95@gmail.com,Cluster 4,Cluster 1
45168,Marvin3@gmail.com,Cluster 3,Cluster 1
20064,Chloe49@gmail.com,Cluster 3,Cluster 1
15149,Betty51@gmail.com,Cluster 3,Cluster 1
35766,Joel12@gmail.com,Cluster 3,Cluster 1
21290,Cole20@gmail.com,Cluster 3,Cluster 1
52088,Rita22@gmail.com,Cluster 4,Cluster 1
13469,Annette40@gmail.com,Cluster 3,Cluster 1
47800,Monique79@gmail.com,Cluster 3,Cluster 1
56188,Spencer4@gmail.com,Cluster 3,Cluster 1
33124,Jasmine69@gmail.com,Cluster 4,Cluster 1
42575,Lindsey87@gmail.com,Cluster 3,Cluster 1
36129,Johnny99@gmail.com,Cluster 4,Cluster 1
46149,Melinda34@gmail.com,Cluster 4,Cluster 1
13728,April11@gmail.com,Cluster 3,Cluster 1
27263,Emma66@gmail.com,Cluster 3,Cluster 1
35813,Joel57@gmail.com,Cluster 3,Cluster 1
42017,Lee98@gmail.com,Cluster 4,Cluster 1
45561,Maureen65@gmail.com,Cluster 4,Cluster 1
11544,Alicia47@gmail.com,Cluster 3,Cluster 1
21144,Clinton41@gmail.com,Cluster 3,Cluster 1
26484,Eddie92@gmail.com,Cluster 3,Cluster 1
30039,Grant29@gmail.com,Cluster 3,Cluster 1
29652,Gina73@gmail.com,Cluster 3,Cluster 1
56000,Sonia82@gmail.com,Cluster 3,Cluster 1
29136,Garrett68@gmail.com,Cluster 4,Cluster 1
25012,Devin91@gmail.com,Cluster 3,Cluster 1
26233,Dwayne85@gmail.com,Cluster 3,Cluster 1
45598,Maurice23@gmail.com,Cluster 3,Cluster 1
43249,Luis85@gmail.com,Cluster 3,Cluster 1
45826,Meagan92@gmail.com,Cluster 3,Cluster 1
59671,Traci28@gmail.com,Cluster 3,Cluster 1
18497,Carol29@gmail.com,Cluster 4,Cluster 1
24313,Debra35@gmail.com,Cluster 3,Cluster 1
58375,Terri75@gmail.com,Cluster 3,Cluster 1
35669,Jody86@gmail.com,Cluster 4,Cluster 1
43790,Mallory27@gmail.com,Cluster 3,Cluster 1
54511,Seth82@gmail.com,Cluster 3,Cluster 1
23293,Darius21@gmail.com,Cluster 4,Cluster 1
37762,Kaitlyn78@gmail.com,Cluster 4,Cluster 1
41112,Kylie80@gmail.com,Cluster 3,Cluster 1
31777,Isaiah13@gmail.com,Cluster 3,Cluster 1
35993,Johnathan44@gmail.com,Cluster 3,Cluster 1
28236,Felicia40@gmail.com,Cluster 3,Cluster 1
42258,Levi10@gmail.com,Cluster 3,Cluster 1
58038,Tasha62@gmail.com,Cluster 4,Cluster 1
47575,Molly41@gmail.com,Cluster 3,Cluster 1
36401,Jordan37@gmail.com,Cluster 3,Cluster 1
26351,Earl4@gmail.com,Cluster 3,Cluster 1
11580,Alicia80@gmail.com,Cluster 3,Cluster 1
51568,Renee84@gmail.com,Cluster 3,Cluster 1
60891,Vickie97@gmail.com,Cluster 4,Cluster 1
35233,Joan4@gmail.com,Cluster 3,Cluster 1
48314,Nathaniel1@gmail.com,Cluster 3,Cluster 1
38671,Katie22@gmail.com,Cluster 4,Cluster 1
17267,Brooke54@gmail.com,Cluster 3,Cluster 1
31813,Isaiah64@gmail.com,Cluster 4,Cluster 1
21381,Colin56@gmail.com,Cluster 4,Cluster 1
11413,Alfred34@gmail.com,Cluster 4,Cluster 1
43175,Luis17@gmail.com,Cluster 3,Cluster 1
56182,Spencer43@gmail.com,Cluster 4,Cluster 1
40755,Kristopher96@gmail.com,Cluster 4,Cluster 1
11555,Alicia57@gmail.com,Cluster 3,Cluster 1
28347,Fernando99@gmail.com,Cluster 3,Cluster 1
10323,Adrian37@gmail.com,Cluster 3,Cluster 1
21708,Connor15@gmail.com,Cluster 4,Cluster 1
18047,Candice63@gmail.com,Cluster 3,Cluster 1
40641,Kristine26@gmail.com,Cluster 3,Cluster 1
35586,Jodi76@gmail.com,Cluster 4,Cluster 1
20835,Claire34@gmail.com,Cluster 3,Cluster 1
25143,Diana24@gmail.com,Cluster 3,Cluster 1
29441,George82@gmail.com,Cluster 4,Cluster 1
12510,Andre77@gmail.com,Cluster 3,Cluster 1
43773,Malik86@gmail.com,Cluster 4,Cluster 1
